"icd_code","icd_version","long_title"
"Z9884",10,"Bariatric surgery status"
"E861",10,"Hypovolemia"
"I480",10,"Paroxysmal atrial fibrillation"
"R339",10,"Retention of urine, unspecified"
"M109",10,"Gout, unspecified"
"Z8547",10,"Personal history of malignant neoplasm of testis"
"K289",10,"Gastrojejunal ulcer, unspecified as acute or chronic, without hemorrhage or perforation"
"N390",10,"Urinary tract infection, site not specified"
"E1142",10,"Type 2 diabetes mellitus with diabetic polyneuropathy"
"Z955",10,"Presence of coronary angioplasty implant and graft"
"I10",10,"Essential (primary) hypertension"
"R5383",10,"Other fatigue"
"I2510",10,"Atherosclerotic heart disease of native coronary artery without angina pectoris"
"N179",10,"Acute kidney failure, unspecified"
"Z794",10,"Long term (current) use of insulin"
"F419",10,"Anxiety disorder, unspecified"
"I959",10,"Hypotension, unspecified"
"E6601",10,"Morbid (severe) obesity due to excess calories"
"G8929",10,"Other chronic pain"
"K5900",10,"Constipation, unspecified"
"R319",10,"Hematuria, unspecified"
"G4733",10,"Obstructive sleep apnea (adult) (pediatric)"
"Z7901",10,"Long term (current) use of anticoagulants"
"I495",10,"Sick sinus syndrome"
"Z7902",10,"Long term (current) use of antithrombotics/antiplatelets"
"G4733",10,"Obstructive sleep apnea (adult) (pediatric)"
"Z950",10,"Presence of cardiac pacemaker"
"E119",10,"Type 2 diabetes mellitus without complications"
"M7071",10,"Other bursitis of hip, right hip"
"E785",10,"Hyperlipidemia, unspecified"
"C9110",10,"Chronic lymphocytic leukemia of B-cell type not having achieved remission"
"I2510",10,"Atherosclerotic heart disease of native coronary artery without angina pectoris"
"F329",10,"Major depressive disorder, single episode, unspecified"
"I10",10,"Essential (primary) hypertension"
"Z955",10,"Presence of coronary angioplasty implant and graft"
"E039",10,"Hypothyroidism, unspecified"
"F0390",10,"Unspecified dementia without behavioral disturbance"
"Z8673",10,"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits"
"I4891",10,"Unspecified atrial fibrillation"
"R0789",10,"Other chest pain"
"Z794",10,"Long term (current) use of insulin"
"H409",10,"Unspecified glaucoma"
"F419",10,"Anxiety disorder, unspecified"
"E039",10,"Hypothyroidism, unspecified"
"Z6835",10,"Body mass index (BMI) 35.0-35.9, adult"
"E1136",10,"Type 2 diabetes mellitus with diabetic cataract"
"K635",10,"Polyp of colon"
"Z9884",10,"Bariatric surgery status"
"K625",10,"Hemorrhage of anus and rectum"
"I2510",10,"Atherosclerotic heart disease of native coronary artery without angina pectoris"
"E871",10,"Hypo-osmolality and hyponatremia"
"C9110",10,"Chronic lymphocytic leukemia of B-cell type not having achieved remission"
"K648",10,"Other hemorrhoids"
"R791",10,"Abnormal coagulation profile"
"E11649",10,"Type 2 diabetes mellitus with hypoglycemia without coma"
"G4733",10,"Obstructive sleep apnea (adult) (pediatric)"
"Z950",10,"Presence of cardiac pacemaker"
"I5032",10,"Chronic diastolic (congestive) heart failure"
"M549",10,"Dorsalgia, unspecified"
"I129",10,"Hypertensive chronic kidney disease with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease"
"E669",10,"Obesity, unspecified"
"K6389",10,"Other specified diseases of intestine"
"Z8547",10,"Personal history of malignant neoplasm of testis"
"M25519",10,"Pain in unspecified shoulder"
"F329",10,"Major depressive disorder, single episode, unspecified"
"Z7901",10,"Long term (current) use of anticoagulants"
"I481",10,"Persistent atrial fibrillation"
"G8929",10,"Other chronic pain"
"D62",10,"Acute posthemorrhagic anemia"
"C9110",10,"Chronic lymphocytic leukemia of B-cell type not having achieved remission"
"M25512",10,"Pain in left shoulder"
"J449",10,"Chronic obstructive pulmonary disease, unspecified"
"Z950",10,"Presence of cardiac pacemaker"
"I10",10,"Essential (primary) hypertension"
"Z9884",10,"Bariatric surgery status"
"E039",10,"Hypothyroidism, unspecified"
"I69354",10,"Hemiplegia and hemiparesis following cerebral infarction affecting left non-dominant side"
"F329",10,"Major depressive disorder, single episode, unspecified"
"E785",10,"Hyperlipidemia, unspecified"
"G629",10,"Polyneuropathy, unspecified"
"E6601",10,"Morbid (severe) obesity due to excess calories"
"E0865",10,"Diabetes mellitus due to underlying condition with hyperglycemia"
"G8194",10,"Hemiplegia, unspecified affecting left nondominant side"
"H409",10,"Unspecified glaucoma"
"Z9282",10,"Status post administration of tPA (rtPA) in a different facility within the last 24 hours prior to admission to current facility"
"I480",10,"Paroxysmal atrial fibrillation"
"M109",10,"Gout, unspecified"
"Z794",10,"Long term (current) use of insulin"
"D696",10,"Thrombocytopenia, unspecified"
"E039",10,"Hypothyroidism, unspecified"
"R600",10,"Localized edema"
"R509",10,"Fever, unspecified"
"C9110",10,"Chronic lymphocytic leukemia of B-cell type not having achieved remission"
"Z6837",10,"Body mass index (BMI) 37.0-37.9, adult"
"F323",10,"Major depressive disorder, single episode, severe with psychotic features"
"Z955",10,"Presence of coronary angioplasty implant and graft"
"Z7901",10,"Long term (current) use of anticoagulants"
"R1030",10,"Lower abdominal pain, unspecified"
"Z950",10,"Presence of cardiac pacemaker"
"R339",10,"Retention of urine, unspecified"
"I495",10,"Sick sinus syndrome"
"Z8547",10,"Personal history of malignant neoplasm of testis"
"G8929",10,"Other chronic pain"
"M549",10,"Dorsalgia, unspecified"
"Z9884",10,"Bariatric surgery status"
"I2510",10,"Atherosclerotic heart disease of native coronary artery without angina pectoris"
"E1142",10,"Type 2 diabetes mellitus with diabetic polyneuropathy"
"I69354",10,"Hemiplegia and hemiparesis following cerebral infarction affecting left non-dominant side"
"E785",10,"Hyperlipidemia, unspecified"
"E669",10,"Obesity, unspecified"
"D638",10,"Anemia in other chronic diseases classified elsewhere"
"G4733",10,"Obstructive sleep apnea (adult) (pediatric)"
"M1990",10,"Unspecified osteoarthritis, unspecified site"
"E119",10,"Type 2 diabetes mellitus without complications"
"I214",10,"Non-ST elevation (NSTEMI) myocardial infarction"
"C9110",10,"Chronic lymphocytic leukemia of B-cell type not having achieved remission"
"I2510",10,"Atherosclerotic heart disease of native coronary artery without angina pectoris"
"G4733",10,"Obstructive sleep apnea (adult) (pediatric)"
"M719",10,"Bursopathy, unspecified"
"E785",10,"Hyperlipidemia, unspecified"
"F329",10,"Major depressive disorder, single episode, unspecified"
"G3184",10,"Mild cognitive impairment, so stated"
"I10",10,"Essential (primary) hypertension"
"Z7902",10,"Long term (current) use of antithrombotics/antiplatelets"
"I4892",10,"Unspecified atrial flutter"
"N179",10,"Acute kidney failure, unspecified"
"E1142",10,"Type 2 diabetes mellitus with diabetic polyneuropathy"
"Z8673",10,"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits"
"I314",10,"Cardiac tamponade"
"E785",10,"Hyperlipidemia, unspecified"
"E871",10,"Hypo-osmolality and hyponatremia"
"E11649",10,"Type 2 diabetes mellitus with hypoglycemia without coma"
"R740",10,"Nonspecific elevation of levels of transaminase and lactic acid dehydrogenase [LDH]"
"R570",10,"Cardiogenic shock"
"F259",10,"Schizoaffective disorder, unspecified"
"I313",10,"Pericardial effusion (noninflammatory)"
"M940",10,"Chondrocostal junction syndrome [Tietze]"
"C9110",10,"Chronic lymphocytic leukemia of B-cell type not having achieved remission"
"I480",10,"Paroxysmal atrial fibrillation"
"Z950",10,"Presence of cardiac pacemaker"
"G4733",10,"Obstructive sleep apnea (adult) (pediatric)"
"J189",10,"Pneumonia, unspecified organism"
"I5033",10,"Acute on chronic diastolic (congestive) heart failure"
"Z8547",10,"Personal history of malignant neoplasm of testis"
"Z9884",10,"Bariatric surgery status"
"E039",10,"Hypothyroidism, unspecified"
"I2510",10,"Atherosclerotic heart disease of native coronary artery without angina pectoris"
"Z955",10,"Presence of coronary angioplasty implant and graft"
"R6521",10,"Severe sepsis with septic shock"
"F1020",10,"Alcohol dependence, uncomplicated"
"Z9884",10,"Bariatric surgery status"
"N179",10,"Acute kidney failure, unspecified"
"A4189",10,"Other specified sepsis"
"D649",10,"Anemia, unspecified"
"Z720",10,"Tobacco use"
"E46",10,"Unspecified protein-calorie malnutrition"
"K859",10,"Acute pancreatitis, unspecified"
"I129",10,"Hypertensive chronic kidney disease with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease"
"N189",10,"Chronic kidney disease, unspecified"
"R410",10,"Disorientation, unspecified"
"Z86718",10,"Personal history of other venous thrombosis and embolism"
"G629",10,"Polyneuropathy, unspecified"
"K7010",10,"Alcoholic hepatitis without ascites"
"E039",10,"Hypothyroidism, unspecified"
"J45909",10,"Unspecified asthma, uncomplicated"
"M109",10,"Gout, unspecified"
"E5112",10,"Wet beriberi"
"R64",10,"Cachexia"
"E872",10,"Acidosis"
"F17200",10,"Nicotine dependence, unspecified, uncomplicated"
"N186",10,"End stage renal disease"
"Y929",10,"Unspecified place or not applicable"
"K7460",10,"Unspecified cirrhosis of liver"
"I120",10,"Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease"
"Z992",10,"Dependence on renal dialysis"
"T8242XA",10,"Displacement of vascular dialysis catheter, initial encounter"
"Y828",10,"Other medical devices associated with adverse incidents"
"D649",10,"Anemia, unspecified"
"E59",10,"Dietary selenium deficiency"
"I82401",10,"Acute embolism and thrombosis of unspecified deep veins of right lower extremity"
"K7010",10,"Alcoholic hepatitis without ascites"
"I5021",10,"Acute systolic (congestive) heart failure"
"R34",10,"Anuria and oliguria"
"E876",10,"Hypokalemia"
"D124",10,"Benign neoplasm of descending colon"
"F1020",10,"Alcohol dependence, uncomplicated"
"J95851",10,"Ventilator associated pneumonia"
"D61818",10,"Other pancytopenia"
"K7030",10,"Alcoholic cirrhosis of liver without ascites"
"J690",10,"Pneumonitis due to inhalation of food and vomit"
"J9691",10,"Respiratory failure, unspecified with hypoxia"
"Z681",10,"Body mass index (BMI) 19.9 or less, adult"
"I10",10,"Essential (primary) hypertension"
"J45909",10,"Unspecified asthma, uncomplicated"
"I340",10,"Nonrheumatic mitral (valve) insufficiency"
"E43",10,"Unspecified severe protein-calorie malnutrition"
"E870",10,"Hyperosmolality and hypernatremia"
"D696",10,"Thrombocytopenia, unspecified"
"F17210",10,"Nicotine dependence, cigarettes, uncomplicated"
"K5730",10,"Diverticulosis of large intestine without perforation or abscess without bleeding"
"Z9884",10,"Bariatric surgery status"
"Y848",10,"Other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
"E872",10,"Acidosis"
"R197",10,"Diarrhea, unspecified"
"E873",10,"Alkalosis"
"G9340",10,"Encephalopathy, unspecified"
"I5181",10,"Takotsubo syndrome"
"I214",10,"Non-ST elevation (NSTEMI) myocardial infarction"
"R680",10,"Hypothermia, not associated with low environmental temperature"
"Y92230",10,"Patient room in hospital as the place of occurrence of the external cause"
"E5112",10,"Wet beriberi"
"R64",10,"Cachexia"
"E039",10,"Hypothyroidism, unspecified"
"E60",10,"Dietary zinc deficiency"
"N170",10,"Acute kidney failure with tubular necrosis"
"2449",9,"Unspecified acquired hypothyroidism"
"30391",9,"Other and unspecified alcohol dependence, continuous"
"2749",9,"Gout, unspecified"
"2859",9,"Anemia, unspecified"
"2662",9,"Other B-complex deficiencies"
"4019",9,"Unspecified essential hypertension"
"3575",9,"Alcoholic polyneuropathy"
"3051",9,"Tobacco use disorder"
"V4586",9,"Bariatric surgery status"
"2651",9,"Other and unspecified manifestations of thiamine deficiency"
"49390",9,"Asthma, unspecified type, unspecified"
"R600",10,"Localized edema"
"K921",10,"Melena"
"F10239",10,"Alcohol dependence with withdrawal, unspecified"
"Z9884",10,"Bariatric surgery status"
"S0003XA",10,"Contusion of scalp, initial encounter"
"N186",10,"End stage renal disease"
"W108XXA",10,"Fall (on) (from) other stairs and steps, initial encounter"
"M109",10,"Gout, unspecified"
"K7030",10,"Alcoholic cirrhosis of liver without ascites"
"S20221A",10,"Contusion of right back wall of thorax, initial encounter"
"S40022A",10,"Contusion of left upper arm, initial encounter"
"S20222A",10,"Contusion of left back wall of thorax, initial encounter"
"I8510",10,"Secondary esophageal varices without bleeding"
"Z8711",10,"Personal history of peptic ulcer disease"
"S40021A",10,"Contusion of right upper arm, initial encounter"
"S8012XA",10,"Contusion of left lower leg, initial encounter"
"D696",10,"Thrombocytopenia, unspecified"
"R740",10,"Nonspecific elevation of levels of transaminase and lactic acid dehydrogenase [LDH]"
"K7040",10,"Alcoholic hepatic failure without coma"
"S8011XA",10,"Contusion of right lower leg, initial encounter"
"D638",10,"Anemia in other chronic diseases classified elsewhere"
"F17210",10,"Nicotine dependence, cigarettes, uncomplicated"
"R748",10,"Abnormal levels of other serum enzymes"
"Z86718",10,"Personal history of other venous thrombosis and embolism"
"F10251",10,"Alcohol dependence with alcohol-induced psychotic disorder with hallucinations"
"Z992",10,"Dependence on renal dialysis"
"E039",10,"Hypothyroidism, unspecified"
"I120",10,"Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease"
"D62",10,"Acute posthemorrhagic anemia"
"J45909",10,"Unspecified asthma, uncomplicated"
"Y92018",10,"Other place in single-family (private) house as the place of occurrence of the external cause"
"E872",10,"Acidosis"
"I8510",10,"Secondary esophageal varices without bleeding"
"E039",10,"Hypothyroidism, unspecified"
"Z91128",10,"Patient's intentional underdosing of medication regimen for other reason"
"F17210",10,"Nicotine dependence, cigarettes, uncomplicated"
"Z992",10,"Dependence on renal dialysis"
"K7030",10,"Alcoholic cirrhosis of liver without ascites"
"D649",10,"Anemia, unspecified"
"F1019",10,"Alcohol abuse with unspecified alcohol-induced disorder"
"N186",10,"End stage renal disease"
"Z86718",10,"Personal history of other venous thrombosis and embolism"
"T473X6A",10,"Underdosing of saline and osmotic laxatives, initial encounter"
"J45909",10,"Unspecified asthma, uncomplicated"
"K7290",10,"Hepatic failure, unspecified without coma"
"E039",10,"Hypothyroidism, unspecified"
"F17210",10,"Nicotine dependence, cigarettes, uncomplicated"
"E872",10,"Acidosis"
"N179",10,"Acute kidney failure, unspecified"
"N183",10,"Chronic kidney disease, stage 3 (moderate)"
"R740",10,"Nonspecific elevation of levels of transaminase and lactic acid dehydrogenase [LDH]"
"I129",10,"Hypertensive chronic kidney disease with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease"
"D539",10,"Nutritional anemia, unspecified"
"F1020",10,"Alcohol dependence, uncomplicated"
"I959",10,"Hypotension, unspecified"
"Z992",10,"Dependence on renal dialysis"
"F1010",10,"Alcohol abuse, uncomplicated"
"Z86718",10,"Personal history of other venous thrombosis and embolism"
"N186",10,"End stage renal disease"
"Z980",10,"Intestinal bypass and anastomosis status"
"F17210",10,"Nicotine dependence, cigarettes, uncomplicated"
"K767",10,"Hepatorenal syndrome"
"D6959",10,"Other secondary thrombocytopenia"
"K284",10,"Chronic or unspecified gastrojejunal ulcer with hemorrhage"
"Z9884",10,"Bariatric surgery status"
"D539",10,"Nutritional anemia, unspecified"
"R300",10,"Dysuria"
"K861",10,"Other chronic pancreatitis"
"I8511",10,"Secondary esophageal varices with bleeding"
"N281",10,"Cyst of kidney, acquired"
"E875",10,"Hyperkalemia"
"M109",10,"Gout, unspecified"
"R2232",10,"Localized swelling, mass and lump, left upper limb"
"R600",10,"Localized edema"
"K7040",10,"Alcoholic hepatic failure without coma"
"R7989",10,"Other specified abnormal findings of blood chemistry"
"E039",10,"Hypothyroidism, unspecified"
"K7031",10,"Alcoholic cirrhosis of liver with ascites"
"D62",10,"Acute posthemorrhagic anemia"
"E872",10,"Acidosis"
"F17210",10,"Nicotine dependence, cigarettes, uncomplicated"
"I120",10,"Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease"
"K7030",10,"Alcoholic cirrhosis of liver without ascites"
"J45909",10,"Unspecified asthma, uncomplicated"
"N186",10,"End stage renal disease"
"D696",10,"Thrombocytopenia, unspecified"
"K861",10,"Other chronic pancreatitis"
"K7010",10,"Alcoholic hepatitis without ascites"
"E039",10,"Hypothyroidism, unspecified"
"Z992",10,"Dependence on renal dialysis"
"M109",10,"Gout, unspecified"
"D631",10,"Anemia in chronic kidney disease"
"Z86718",10,"Personal history of other venous thrombosis and embolism"
"K767",10,"Hepatorenal syndrome"
"F17210",10,"Nicotine dependence, cigarettes, uncomplicated"
"Z86718",10,"Personal history of other venous thrombosis and embolism"
"K7290",10,"Hepatic failure, unspecified without coma"
"K8520",10,"Alcohol induced acute pancreatitis without necrosis or infection"
"K767",10,"Hepatorenal syndrome"
"K7681",10,"Hepatopulmonary syndrome"
"F1020",10,"Alcohol dependence, uncomplicated"
"K7011",10,"Alcoholic hepatitis with ascites"
"E039",10,"Hypothyroidism, unspecified"
"R0902",10,"Hypoxemia"
"Z6830",10,"Body mass index (BMI) 30.0-30.9, adult"
"Z66",10,"Do not resuscitate"
"I129",10,"Hypertensive chronic kidney disease with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease"
"J189",10,"Pneumonia, unspecified organism"
"Z9884",10,"Bariatric surgery status"
"K7031",10,"Alcoholic cirrhosis of liver with ascites"
"M109",10,"Gout, unspecified"
"D689",10,"Coagulation defect, unspecified"
"D6959",10,"Other secondary thrombocytopenia"
"D539",10,"Nutritional anemia, unspecified"
"E43",10,"Unspecified severe protein-calorie malnutrition"
"N184",10,"Chronic kidney disease, stage 4 (severe)"
"I8510",10,"Secondary esophageal varices without bleeding"
"K860",10,"Alcohol-induced chronic pancreatitis"
"D62",10,"Acute posthemorrhagic anemia"
"N179",10,"Acute kidney failure, unspecified"
"2761",9,"Hyposmolality and/or hyponatremia"
"V08",9,"Asymptomatic human immunodeficiency virus [HIV] infection status"
"2875",9,"Thrombocytopenia, unspecified"
"3051",9,"Tobacco use disorder"
"5715",9,"Cirrhosis of liver without mention of alcohol"
"496",9,"Chronic airway obstruction, not elsewhere classified"
"07071",9,"Unspecified viral hepatitis C with hepatic coma"
"78959",9,"Other ascites"
"496",9,"Chronic airway obstruction, not elsewhere classified"
"5715",9,"Cirrhosis of liver without mention of alcohol"
"5723",9,"Portal hypertension"
"V1582",9,"Personal history of tobacco use"
"78959",9,"Other ascites"
"07070",9,"Unspecified viral hepatitis C without hepatic coma"
"30981",9,"Posttraumatic stress disorder"
"29680",9,"Bipolar disorder, unspecified"
"3051",9,"Tobacco use disorder"
"78791",9,"Diarrhea"
"V08",9,"Asymptomatic human immunodeficiency virus [HIV] infection status"
"2767",9,"Hyperpotassemia"
"07054",9,"Chronic hepatitis C without mention of hepatic coma"
"5715",9,"Cirrhosis of liver without mention of alcohol"
"2761",9,"Hyposmolality and/or hyponatremia"
"V462",9,"Other dependence on machines, supplemental oxygen"
"V462",10,"Person on outside of car injured in collision with other nonmotor vehicle in nontraffic accident"
"78959",9,"Other ascites"
"496",9,"Chronic airway obstruction, not elsewhere classified"
"29680",9,"Bipolar disorder, unspecified"
"78959",9,"Other ascites"
"7994",9,"Cachexia"
"3051",9,"Tobacco use disorder"
"V462",9,"Other dependence on machines, supplemental oxygen"
"V462",10,"Person on outside of car injured in collision with other nonmotor vehicle in nontraffic accident"
"5715",9,"Cirrhosis of liver without mention of alcohol"
"45829",9,"Other iatrogenic hypotension"
"V4986",9,"Do not resuscitate status"
"07044",9,"Chronic hepatitis C with hepatic coma"
"V08",9,"Asymptomatic human immunodeficiency virus [HIV] infection status"
"2761",9,"Hyposmolality and/or hyponatremia"
"2767",9,"Hyperpotassemia"
"496",9,"Chronic airway obstruction, not elsewhere classified"
"53081",9,"Esophageal reflux"
"5849",9,"Acute kidney failure, unspecified"
"78701",9,"Nausea with vomiting"
"25012",9,"Diabetes with ketoacidosis, type II or unspecified type, uncontrolled"
"V1271",9,"Personal history of peptic ulcer disease"
"V1001",9,"Personal history of malignant neoplasm of tongue"
"78052",9,"Insomnia, unspecified"
"30000",9,"Anxiety state, unspecified"
"2809",9,"Iron deficiency anemia, unspecified"
"5990",9,"Urinary tract infection, site not specified"
"2989",9,"Unspecified psychosis"
"V5867",9,"Long-term (current) use of insulin"
"2724",9,"Other and unspecified hyperlipidemia"
"4019",9,"Unspecified essential hypertension"
"04149",9,"Other and unspecified Escherichia coli [E. coli]"
"311",9,"Depressive disorder, not elsewhere classified"
"7813",9,"Lack of coordination"
"7260",9,"Adhesive capsulitis of shoulder"
"V1588",9,"History of fall"
"E1165",10,"Type 2 diabetes mellitus with hyperglycemia"
"K219",10,"Gastro-esophageal reflux disease without esophagitis"
"K3580",10,"Unspecified acute appendicitis"
"G8929",10,"Other chronic pain"
"E785",10,"Hyperlipidemia, unspecified"
"G4700",10,"Insomnia, unspecified"
"Z801",10,"Family history of malignant neoplasm of trachea, bronchus and lung"
"D509",10,"Iron deficiency anemia, unspecified"
"F419",10,"Anxiety disorder, unspecified"
"Z8711",10,"Personal history of peptic ulcer disease"
"I10",10,"Essential (primary) hypertension"
"Z794",10,"Long term (current) use of insulin"
"M545",10,"Low back pain"
"C029",10,"Malignant neoplasm of tongue, unspecified"
"F329",10,"Major depressive disorder, single episode, unspecified"
"Z8049",10,"Family history of malignant neoplasm of other genital organs"
"5853",9,"Chronic kidney disease, Stage III (moderate)"
"2762",9,"Acidosis"
"5789",9,"Hemorrhage of gastrointestinal tract, unspecified"
"6273",9,"Postmenopausal atrophic vaginitis"
"04149",9,"Other and unspecified Escherichia coli [E. coli]"
"27652",9,"Hypovolemia"
"40390",9,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified"
"25022",9,"Diabetes with hyperosmolarity, type II or unspecified type, uncontrolled"
"2724",9,"Other and unspecified hyperlipidemia"
"2809",9,"Iron deficiency anemia, unspecified"
"61650",9,"Ulceration of vulva, unspecified"
"1419",9,"Malignant neoplasm of tongue, unspecified"
"V1581",9,"Personal history of noncompliance with medical treatment, presenting hazards to health"
"311",9,"Depressive disorder, not elsewhere classified"
"V5867",9,"Long-term (current) use of insulin"
"5849",9,"Acute kidney failure, unspecified"
"5990",9,"Urinary tract infection, site not specified"
"25080",9,"Diabetes with other specified manifestations, type II or unspecified type, not stated as uncontrolled"
"53081",9,"Esophageal reflux"
"V1001",9,"Personal history of malignant neoplasm of tongue"
"7919",9,"Other nonspecific findings on examination of urine"
"5989",9,"Urethral stricture, unspecified"
"9623",9,"Poisoning by insulins and antidiabetic agents"
"2809",9,"Iron deficiency anemia, unspecified"
"311",9,"Depressive disorder, not elsewhere classified"
"5849",9,"Acute kidney failure, unspecified"
"75249",9,"Other anomalies of cervix, vagina, and external female genitalia"
"78065",9,"Hypothermia not associated with low environmental temperature"
"V5867",9,"Long-term (current) use of insulin"
"78820",9,"Retention of urine, unspecified"
"40390",9,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified"
"E8580",9,"Accidental poisoning by hormones and synthetic substitutes"
"30000",9,"Anxiety state, unspecified"
"5859",9,"Chronic kidney disease, unspecified"
"2724",9,"Other and unspecified hyperlipidemia"
"78052",9,"Insomnia, unspecified"
"5849",9,"Acute kidney failure, unspecified"
"E8798",9,"Other specified procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure"
"V1001",9,"Personal history of malignant neoplasm of tongue"
"2763",9,"Alkalosis"
"25002",9,"Diabetes mellitus without mention of complication, type II or unspecified type, uncontrolled"
"V1302",9,"Personal history, urinary (tract) infection"
"4870",9,"Influenza with pneumonia"
"7245",9,"Backache, unspecified"
"30000",9,"Anxiety state, unspecified"
"1121",9,"Candidiasis of vulva and vagina"
"2809",9,"Iron deficiency anemia, unspecified"
"4019",9,"Unspecified essential hypertension"
"311",9,"Depressive disorder, not elsewhere classified"
"00845",9,"Intestinal infection due to Clostridium difficile"
"33829",9,"Other chronic pain"
"99931",9,"Other and unspecified infection due to central venous catheter"
"6824",9,"Cellulitis and abscess of hand, except fingers and thumb"
"V5867",9,"Long-term (current) use of insulin"
"E8497",9,"Accidents occurring in residential institution"
"53081",9,"Esophageal reflux"
"2724",9,"Other and unspecified hyperlipidemia"
"04149",9,"Other and unspecified Escherichia coli [E. coli]"
"2859",9,"Anemia, unspecified"
"2761",9,"Hyposmolality and/or hyponatremia"
"311",9,"Depressive disorder, not elsewhere classified"
"V1001",9,"Personal history of malignant neoplasm of tongue"
"38531",9,"Cholesteatoma of attic"
"V5867",9,"Long-term (current) use of insulin"
"78830",9,"Urinary incontinence, unspecified"
"27652",9,"Hypovolemia"
"2724",9,"Other and unspecified hyperlipidemia"
"53081",9,"Esophageal reflux"
"30000",9,"Anxiety state, unspecified"
"5849",9,"Acute kidney failure, unspecified"
"38010",9,"Infective otitis externa, unspecified"
"25000",9,"Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled"
"4019",9,"Unspecified essential hypertension"
"5990",9,"Urinary tract infection, site not specified"
"S2232XA",10,"Fracture of one rib, left side, initial encounter for closed fracture"
"K219",10,"Gastro-esophageal reflux disease without esophagitis"
"E119",10,"Type 2 diabetes mellitus without complications"
"F419",10,"Anxiety disorder, unspecified"
"Z85810",10,"Personal history of malignant neoplasm of tongue"
"E785",10,"Hyperlipidemia, unspecified"
"N390",10,"Urinary tract infection, site not specified"
"Y929",10,"Unspecified place or not applicable"
"J45909",10,"Unspecified asthma, uncomplicated"
"D509",10,"Iron deficiency anemia, unspecified"
"S22068A",10,"Other fracture of T7-T8 thoracic vertebra, initial encounter for closed fracture"
"F329",10,"Major depressive disorder, single episode, unspecified"
"W19XXXA",10,"Unspecified fall, initial encounter"
"R1012",10,"Left upper quadrant pain"
"I10",10,"Essential (primary) hypertension"
"9243",9,"Contusion of toe"
"4019",9,"Unspecified essential hypertension"
"25000",9,"Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled"
"E8490",9,"Home accidents"
"E8889",9,"Unspecified fall"
"E8889",10,"Other specified metabolic disorders"
"8052",9,"Closed fracture of dorsal [thoracic] vertebra without mention of spinal cord injury"
"5990",9,"Urinary tract infection, site not specified"
"2761",9,"Hyposmolality and/or hyponatremia"
"7245",9,"Backache, unspecified"
"5849",9,"Acute kidney failure, unspecified"
"78791",9,"Diarrhea"
"V1302",9,"Personal history, urinary (tract) infection"
"78830",9,"Urinary incontinence, unspecified"
"2724",9,"Other and unspecified hyperlipidemia"
"34982",9,"Toxic encephalopathy"
"5859",9,"Chronic kidney disease, unspecified"
"311",9,"Depressive disorder, not elsewhere classified"
"23871",9,"Essential thrombocythemia"
"04149",9,"Other and unspecified Escherichia coli [E. coli]"
"33829",9,"Other chronic pain"
"25002",9,"Diabetes mellitus without mention of complication, type II or unspecified type, uncontrolled"
"27652",9,"Hypovolemia"
"40390",9,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified"
"42789",9,"Other specified cardiac dysrhythmias"
"V5867",9,"Long-term (current) use of insulin"
"30000",9,"Anxiety state, unspecified"
"53081",9,"Esophageal reflux"
"V1001",9,"Personal history of malignant neoplasm of tongue"
"V1581",9,"Personal history of noncompliance with medical treatment, presenting hazards to health"
"2809",9,"Iron deficiency anemia, unspecified"
"V4986",9,"Do not resuscitate status"
"59969",9,"Urinary obstruction, not elsewhere classified"
"30000",9,"Anxiety state, unspecified"
"4660",9,"Acute bronchitis"
"25000",9,"Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled"
"4940",9,"Bronchiectasis without acute exacerbation"
"311",9,"Depressive disorder, not elsewhere classified"
"486",9,"Pneumonia, organism unspecified"
"1419",9,"Malignant neoplasm of tongue, unspecified"
"V1581",9,"Personal history of noncompliance with medical treatment, presenting hazards to health"
"53081",9,"Esophageal reflux"
"2724",9,"Other and unspecified hyperlipidemia"
"4019",9,"Unspecified essential hypertension"
"5849",9,"Acute kidney failure, unspecified"
"2761",9,"Hyposmolality and/or hyponatremia"
"J9811",10,"Atelectasis"
"Z66",10,"Do not resuscitate"
"D89813",10,"Graft-versus-host disease, unspecified"
"I4891",10,"Unspecified atrial fibrillation"
